,name,genre,type,rating,members
10280,Shounen Santa no Daibouken!,"Adventure, Fantasy, Shounen",TV,6.12,114
10281,Shounen to Sakura,"Drama, Historical, Kids",OVA,6.83,49
10282,Shounen Tokugawa Ieyasu,"Drama, Historical, Shounen",TV,7.0,94
10283,Shouri Toushu,Sports,Movie,7.17,80
10284,Shouta no Sushi: Kokoro ni Hibiku Shari no Aji,Shounen,Special,7.33,64
10285,Shouwa Ahozoushi Akanuke Ichiban!,"Comedy, Shoujo",TV,7.28,246
10286,Show By Rock!! x Joysound,"Comedy, Music",ONA,6.32,704
10287,Shuang Yue Zhi Chengi,"Military, Sci-Fi",ONA,5.75,81
10288,Shura ga Yuku,"Drama, Seinen",OVA,5.4,75
10289,Shutter Chance,"Drama, Kids",OVA,4.75,42
10290,Shuugou no Kangae,"Dementia, Kids",Movie,3.21,55
10291,Shuukan Shimakou,Comedy,TV,5.32,251
10292,Shuukan Shimakou Special,Comedy,ONA,5.09,97
10293,"Shuukan Shimakou: Sono Toki, Shimakou ga Ugoita!",Comedy,TV,5.52,130
10294,Shuukan Storyland,"Comedy, Drama, Seinen, Slice of Life",TV,6.27,143
10295,Silk Road Shounen Yuuto,"Adventure, Fantasy, Historical",TV,5.92,235
10296,Silk Road Shounen Yuuto: Toki wo Kakeru Shounen Yuuto no Hyouryuu Nikki,"Adventure, Fantasy, Historical",Special,5.75,47
10297,Sinbad,Adventure,Movie,5.09,452
10298,Sinbad: Mahou no Lamp to Ugoku Shima,Adventure,Movie,6.17,622
10299,Sinbad: Soratobu Hime to Himitsu no Shima,Adventure,Movie,6.41,881
10300,Sinbad: Soratobu Hime to Himitsu no Shima Pilot,Adventure,Special,5.29,159
10301,Singles,"Romance, Shoujo",OVA,5.32,161
10302,Skirt,Music,Music,4.93,74
10303,Skyers 5,"Action, Sci-Fi",TV,6.11,116
10304,Slippy Dandy,"Action, Kids, Mystery",TV,5.75,50
10305,Soba no Hana Saita Hi,"Drama, Kids",OVA,6.2,45
10306,Sobakasu Pucchi,"Adventure, Comedy, Kids",TV,7.18,72
10307,Soccer Fever,"Historical, Sports",TV,6.47,166
10308,Sockies: Frontier Quest,Comedy,TV,5.0,123
10309,Sol,"Dementia, Music",Music,3.77,88
10310,Solar I.II.III,"Action, Mecha, Shounen",Movie,5.3,106
10311,Somei-ka no Hi no Youjin: Bouka no Tebiki Katei-hen,"Drama, Kids",OVA,7.33,38
10312,Something Great Chizu ni Nai Machi,Slice of Life,Movie,8.2,70
10313,Son Gokuu no Hi no Youjin,"Drama, Fantasy, Kids",OVA,8.0,53
10314,Son Gokuu no Koutsuu Rule Shugyou Chuu,"Drama, Fantasy, Kids",OVA,7.0,39
10315,Son Gokuu Silk Road wo Tobu!!,"Adventure, Fantasy",Special,5.33,68
10316,Son Gokuu War and the Stars,"Action, Adventure, Space",Movie,3.57,88
10317,Sonna Boku ga Suki,"Kids, Music",Music,4.06,68
10318,Sonyeon 007 Eunhateukgongdae,"Action, Adventure, Mecha, Sci-Fi, Shounen, Space",Movie,3.42,68
10319,Sonyeon 007 Jihajeguk,"Action, Adventure, Sci-Fi, Shounen",Movie,4.7,62
10320,Sora e,"Fantasy, Kids, Music",Music,5.56,116
10321,Sora Iro Hana Iro,"Drama, Slice of Life",Movie,6.25,55
10322,Sora no Arawashi,"Action, Drama",Movie,6.17,51
10323,Soratobu Usagi no Yuukai Boushi: Boku Iya Da yo!,Kids,OVA,4.73,64
10324,Sore Ike! Anpanman: Anpanman no Jin-Jin-Jingle Bells,"Comedy, Fantasy, Kids",Special,5.82,74
10325,Sore Ike! Anpanman: Anpanman to Christmas no Hoshi,"Comedy, Fantasy, Kids",Special,5.64,85
10326,Sore Ike! Anpanman: Anpanman to Happy Otanjoubi,"Comedy, Fantasy, Kids",Movie,5.06,76
10327,Sore Ike! Anpanman: Anpanman to Kaizoku Lobster,"Adventure, Fantasy, Kids",Special,5.5,70
10328,Sore Ike! Anpanman: Anpanman to Okashi na Nakama,"Comedy, Fantasy, Kids",Movie,4.94,75
10329,Sore Ike! Anpanman: Anpanman to Oyakusoku,"Comedy, Fantasy, Kids",OVA,5.07,72
10330,Sore Ike! Anpanman: Anpanman to Tanoshii Nakama-tachi,"Adventure, Fantasy, Kids",Movie,6.5,73
10331,Sore Ike! Anpanman: Anpanman to Yukai na Nakama-tachi,"Comedy, Fantasy, Kids",Movie,5.12,80
10332,Sore Ike! Anpanman: Baikinman no Gyakushuu,"Comedy, Fantasy, Kids",Movie,5.89,124
10333,Sore Ike! Anpanman: Baikinman to 3 Bai Punch,"Comedy, Fantasy, Kids",Movie,5.35,76
10334,Sore Ike! Anpanman: Baikinman vs. Baikinman!?,"Comedy, Fantasy, Kids",Movie,5.25,73
10335,Sore Ike! Anpanman: Black Nose to Mahou no Uta,"Comedy, Fantasy, Kids",Movie,5.74,132
10336,Sore Ike! Anpanman: Bokura wa Hero,"Comedy, Fantasy, Kids",Movie,5.3,71
10337,Sore Ike! Anpanman: Dadandan to Futago no Hoshi,"Comedy, Kids",Movie,5.19,87
10338,Sore Ike! Anpanman: Dokin-chan no Dokidoki Calendar,"Comedy, Fantasy, Kids, Sci-Fi",Movie,5.64,68
10339,Sore Ike! Anpanman: Franken-Robo-kun&#039;s Surprised Christmas,"Comedy, Fantasy, Kids, Super Power",Special,5.69,81
10340,Sore Ike! Anpanman: Gomira no Hoshi,"Comedy, Fantasy, Kids",Movie,5.47,74
10341,Sore Ike! Anpanman: Happy no Daibouken,"Comedy, Kids",Movie,5.35,82
10342,Sore Ike! Anpanman: Hashire! Wakuwaku Anpanman Grand Prix,"Comedy, Fantasy, Kids",Movie,5.55,66
10343,Sore Ike! Anpanman: Hiya Hiya Hiyariko to Bafu Bafu Baikinman,"Comedy, Fantasy, Kids",Movie,5.38,71
10344,Sore Ike! Anpanman: Horrorman to Hora Horako,"Comedy, Fantasy, Kids",Movie,5.71,72
10345,Sore Ike! Anpanman: Inochi no Hoshi no Dolly,"Fantasy, Kids, Magic",Movie,5.55,85
10346,Sore Ike! Anpanman: Kaiketsu Naganegiman to Doremi Hime,"Comedy, Fantasy, Kids",Movie,5.47,106
10347,Sore Ike! Anpanman: Kaiketsu Naganegiman to Yakisobapanman,"Adventure, Fantasy, Kids",Movie,6.18,83
10348,Sore Ike! Anpanman: Keito no Shiro no Christmas,"Comedy, Fantasy, Kids",Special,5.44,67
10349,Sore Ike! Anpanman: Kieta Jam Ojisan,"Adventure, Fantasy, Kids",Special,5.8,69
10350,Sore Ike! Anpanman: Kirakira Boshi no Namida,"Adventure, Comedy, Kids, Super Power",Movie,6.07,121
10351,Sore Ike! Anpanman: Kokin-chan to Aoi Namida,"Comedy, Fantasy, Kids",Movie,5.33,70
10352,Sore Ike! Anpanman: Kokin-chan to Namida no Christmas,"Comedy, Fantasy, Kids",Special,5.33,66
10353,Sore Ike! Anpanman: Kuruyuki-hime to Mote Mote Baikinman,"Comedy, Fantasy, Kids",Movie,5.68,80
10354,Sore Ike! Anpanman: Kyouryuu Nosshii no Daibouken,"Comedy, Fantasy, Kids",Movie,5.61,113
10355,Sore Ike! Anpanman: Lyrical☆Magical Mahou no Gakkou,"Comedy, Fantasy, Kids",Movie,4.94,89
10356,Sore Ike! Anpanman: Mija to Mahou no Lamp,"Comedy, Fantasy, Kids",Movie,6.75,85
10357,Sore Ike! Anpanman: Minami no Umi wo Sukue!,"Comedy, Fantasy, Kids",Special,5.5,88
10358,Sore Ike! Anpanman: Minna Atsumare! Anpanman World,"Comedy, Fantasy, Kids",Movie,5.35,88
10359,Sore Ike! Anpanman: Minna de Teasobi - Anpanman to Itazura Obake,"Comedy, Fantasy, Kids",Movie,6.0,93
10360,Sore Ike! Anpanman: Niji no Pyramid,"Comedy, Kids",Movie,5.58,126
10361,Sore Ike! Anpanman: Ningyohime no Namida,"Comedy, Kids",Movie,5.88,120
10362,Sore Ike! Anpanman: Omocha no Hoshi no Nanda to Runda,"Comedy, Fantasy, Kids",Movie,7.25,72
10363,Sore Ike! Anpanman: Omusubiman,Kids,Movie,5.33,83
10364,Sore Ike! Anpanman: Otanjoubi Series,"Comedy, Fantasy, Kids",OVA,5.64,66
10365,Sore Ike! Anpanman: Outa to Teasobi Tanoshii ne,"Comedy, Fantasy, Kids",OVA,5.74,76
10366,Sore Ike! Anpanman: Rhythm de Teasobi - Anpanman to Fushigi na Parasol,"Comedy, Fantasy, Kids",Movie,4.83,74
10367,Sore Ike! Anpanman: Ringo Boy to Minna no Negai,"Comedy, Fantasy, Kids",Movie,6.44,73
10368,Sore Ike! Anpanman: Roll to Laura Ukigumojou no Himitsu,"Comedy, Fantasy, Kids",Movie,6.24,97
10369,Sore Ike! Anpanman: Shabondama no Purun,"Comedy, Fantasy, Kids",Movie,5.41,73
10370,Sore Ike! Anpanman: Sing! Dance! Everybody&#039;s Christmas,"Comedy, Fantasy, Kids, Super Power",Special,5.06,81
10371,Sore Ike! Anpanman: Sora Tobu Ehon to Glass no Kutsu,"Comedy, Fantasy, Kids",Movie,5.93,115
10372,Sore Ike! Anpanman: Sukue! Kokorin to Kiseki no Hoshi,"Comedy, Fantasy, Kids",Movie,5.14,107
10373,Sore Ike! Anpanman: Tekka no Maki-chan to Kin no Kamameshidon,"Adventure, Kids",Movie,4.74,81
10374,Sore Ike! Anpanman: Tenohira wo Taiyou ni,"Comedy, Fantasy, Kids",Movie,4.94,77
10375,Sore Ike! Anpanman: Tobase! Kibou no Handkerchief,"Comedy, Fantasy, Kids",Movie,5.43,87
10376,Sore Ike! Anpanman: Tobe! Tobe! Chibigon,"Comedy, Fantasy, Kids",Movie,5.54,113
10377,Sore Ike! Anpanman: Tsukiko to Shiratama - Tokimeki Dancing,"Comedy, Fantasy, Kids",Movie,5.0,73
10378,Sore Ike! Anpanman: Tsumiki Shiro no Himitsu,"Comedy, Fantasy, Kids",Movie,6.73,130
10379,Sore Ike! Anpanman: Utatte Teasobi! Anpanman to Mori no Takara,"Comedy, Fantasy, Kids",Movie,5.39,107
10380,Sore Ike! Anpanman: Yakisobapanman to Black Sabotenman,"Comedy, Fantasy, Kids",Movie,5.2,73
10381,Sore Ike! Anpanman: Yomigaere Bananajima,"Adventure, Comedy, Fantasy, Kids, Super Power",Movie,5.59,104
10382,Sore Ike! Anpanman: Yousei Rinrin no Himitsu,"Comedy, Fantasy, Kids",Movie,5.88,74
10383,Sore Ike! Anpanman: Yumeneko no Kuni no Nyanii,"Comedy, Fantasy, Kids",Movie,6.05,87
10384,Sore Ike! Anpanman: Yuuki no Hana ga Hiraku Toki,"Comedy, Fantasy, Kids",Movie,5.38,75
10385,Sore Ike! Anpanman: Yuuki to Honoo to Christmas,"Comedy, Fantasy, Kids",Special,5.38,63
10386,Sore Ike! Anpanman: Yuurei Sen wo Yattsukero!!,"Comedy, Fantasy, Kids",Movie,6.43,117
10387,Sore Ike! Sabuibo Mask,"Comedy, Slice of Life",TV,3.0,101
10388,Sore Ike! Zukkoke Sannin-gumi,"Comedy, Kids, School",TV,7.0,86
10389,SOS Kochira Chikyuu,"Drama, Kids",Movie,6.25,41
10390,Sougen no Shoujo Laura,"Adventure, Shoujo",TV,6.49,214
10391,Souiu Megane,Dementia,Movie,3.5,65
10392,Soukou Kyojin Z-Knight,Mecha,OVA,5.13,110
10393,Soumubu Sououka Yamaguchi Roppeita: Saibanin Project Hajimemasu!,Slice of Life,OVA,4.93,52
10394,Souta no Chikai: Sabetsu ni Makenai Chikara,"Drama, Historical, Kids",OVA,6.6,46
10395,Souya Monogatari,"Adventure, Drama, Historical",TV,6.71,98
10396,Sowa Sowa Calendar,"Kids, Music",Music,5.78,40
10397,Space Oz no Bouken,"Adventure, Sci-Fi",TV,6.25,151
10398,Spheres,"Action, Fantasy, Super Power",TV,7.33,171
10399,Spo-chan Taiketsu: Youkai Daikessen,Kids,Movie,5.92,109
10400,Spoon-hime no Swing Kitchen,"Adventure, Kids",TV,9.6,47
10401,Spring Stranger,Music,Music,4.14,71
10402,Spy Gekimetsu,"Historical, Military",Movie,6.63,68
10403,Spy Penguin,Kids,OVA,6.0,81
10404,Star Dust,"Sci-Fi, Space",OVA,5.26,96
10405,Starlight Scramble Renai Kouhosei,"Action, Romance, Sci-Fi",OVA,5.94,141
10406,Steady x Study,Romance,OVA,4.7,310
10407,Stitch! Perfect Memory,"Adventure, Comedy, Kids, Sci-Fi",Special,5.68,102
10408,Stone,Dementia,Movie,4.13,108
10409,Storywriter,Music,Music,5.14,68
10410,Straw Byururu,"Adventure, Fantasy, Kids, Magic",Special,5.0,83
10411,Straw-saurus Neo,"Adventure, Fantasy, Kids, Sci-Fi",Special,6.4,40
10412,Stray Sheep: Poe no Chicchana Daibouken,"Comedy, Kids",TV,5.61,113
10413,Subarashii Sekai Ryokou: Alaska no Tabi &quot;Daigo Hyougaki&quot;,"Adventure, Sci-Fi",Special,8.0,62
10414,Subarashii Sekai Ryokou: New York Tabi &quot;Computopia Seireki Nisennen no Monogatari&quot;,Sci-Fi,Special,8.0,35
10415,Sue Cat,"Adventure, Music, Shoujo",TV,6.27,116
10416,Sugai-kun to Kazoku Ishi The Movie,"Comedy, Parody",Movie,6.89,92
10417,Sugar Bunnies,Kids,TV,6.61,315
10418,Sugar Bunnies Chocolate!,Kids,TV,6.95,203
10419,Sugar Bunnies Chocolate! Specials,Kids,Special,4.67,44
10420,Sugar Bunnies Fleur,Kids,TV,5.88,228
10421,Sugar Bunnies Fleur Specials,Kids,Special,3.67,44
10422,Sugar Bunnies: Taisetsu na Tomodachi e...,Kids,Special,5.0,46
10423,Sugata Sanshirou,"Action, Martial Arts, Sports",Special,6.65,158
10424,Suijun Genten,,Movie,7.0,13
10425,Suiren no Hito,Drama,Movie,6.0,126
10426,Suisenzuki no Yokka,"Fantasy, Kids",Special,6.75,86
10427,Sukima no Kuni no Polta,Fantasy,TV,5.67,217
10428,Sumiko,"Comedy, Kids, Slice of Life",Special,4.54,72
10429,Sumiko (TV),"Comedy, Kids, Slice of Life",TV,4.07,108
10430,Sumiko no Egao,"Kids, Music",Music,4.33,91
10431,Suna Asobi,"Adventure, Kids, Music",Special,4.37,69
10432,Super Backkom,"Comedy, Kids, Super Power",Special,5.22,91
10433,Super Bikkuriman,"Adventure, Comedy, Demons, Fantasy, Sci-Fi",TV,6.55,158
10434,Super Majingga 3,"Action, Mecha, Sci-Fi, Space",Movie,3.72,123
10435,Super Real Mahjong: Kasumi Miki Shouko no Hajimemashite,"Comedy, Ecchi, Game",OVA,5.76,161
10436,Super Real Mahjong: Mahjong Battle Scramble - Konran-teki Sento Mahjong,"Comedy, Ecchi, Fantasy, Game",OVA,5.0,130
10437,Super Samchongsa,"Action, Mecha, Shounen, Space",Movie,4.33,63
10438,Super Short Comics,"Comedy, Parody",ONA,5.15,260
10439,Super Taromu,"Mecha, Shounen",Special,3.83,64
10440,Super Titans 15,"Action, Mecha, Shounen",Movie,4.22,80
10441,Super Zugan,"Comedy, Game, Shounen",TV,7.19,187
10442,Surf Side High-School,"Comedy, Ecchi, School",TV,5.91,147
10443,Survivor,"Music, Supernatural",Music,3.28,70
10444,Sushi Azarashi,Comedy,TV,3.0,12
10445,Susie-chan to Marvy,"Comedy, Kids",TV,6.69,104
10446,Susume! Shinji-kun,"Kids, Music",Music,4.89,41
10447,Suzu 3 Tarou,"Comedy, Kids",ONA,6.25,44
10448,Sweet Spot,Comedy,OVA,7.0,59
10449,Sylvanian Families,"Comedy, Fantasy, Kids",Special,5.62,99
10450,Sylvanian Families Mini Gekijou: Omoigakenai Okyakusama,Slice of Life,OVA,4.4,45
10451,Syupeo Taegwon V,"Action, Mecha, Sci-Fi",Movie,4.1,83
10452,Taabou no Ganbaru Sengen,Kids,OVA,3.67,44
10453,Taabou no Ryuuguusei Daitanken,"Fantasy, Kids",Movie,4.79,72
10454,Tabi no Kisetsu,"Drama, Kids",OVA,7.0,51
10455,Tabi wa Michizure Yo wa Nasake,Kids,Movie,4.26,92
10456,Tabidachi no Hi ni,"Drama, Kids",OVA,8.33,44
10457,Tachumaru Gekijou,"Comedy, Parody",TV,5.63,124
10458,Taegeugsonyeon Huin Dogsuli,"Action, Adventure, Shounen, Super Power",Movie,3.79,73
10459,Taekwon Dongja Maruchi Arachi,Action,Movie,4.53,93
10460,Taeng-gu &amp; Ulasyong,"Action, Comedy, Mecha",TV,4.0,38
10461,Taiheiyou ni Kakeru Niji,"Drama, Kids, Slice of Life",OVA,5.44,79
10462,Taiman Blues: Ladies-hen - Mayumi,Shounen,OVA,4.93,99
10463,Taiman Blues: Shimizu Naoto-hen,Shounen,OVA,4.85,104
10464,Taka no Tsume 8: Yoshida-kun no X-Files,"Comedy, Parody",Movie,10.0,13
10465,Taka no Tsume NEO Announcement Movie,"Comedy, Parody, Super Power",Special,4.23,109
10466,Takanotsume GO: Utsukushiki Elleair Shoushuu Plus,"Comedy, Parody, Super Power",Movie,7.17,110
10467,Takarajima (Movie),"Adventure, Drama, Historical, Mystery, Supernatural",Movie,6.62,208
10468,Takarakuji x Rope,"Comedy, Slice of Life",ONA,3.57,63
10469,Takemoto Denki x Peeping Life,"Comedy, Slice of Life",ONA,4.22,85
10470,Tako ni Natta Okaasan,"Drama, Historical",Special,6.64,131
10471,Takoyaki Mant-Man,"Comedy, Sci-Fi",TV,6.75,156
10472,Talpy,"Fantasy, Kids",TV,8.25,38
10473,Tam Mao Phieu Luu Ky Ta,"Comedy, Historical, Kids",TV,6.1,40
10474,Tama &amp; Friends: Uchi no Tama Shirimasenka?,"Adventure, Kids",TV,6.67,73
10475,Tamagotchi Honto no Hanashi,Kids,Movie,6.1,161
10476,Tamagotchi! Miracle Friends,"Comedy, Fantasy, Kids",TV,7.0,207
10477,Tamagotchi! Tamatomo Daishuu GO,"Comedy, Fantasy, Kids",TV,6.75,187
10478,Tamagotchi! x Himitsukessha Taka no Tsume,"Comedy, Parody",OVA,7.13,56
10479,Tamagotchi! Yume Kira Dream,"Comedy, Kids",TV,6.41,212
10480,Tanahashi Hiroshi X Mameshiba Pro Wrestling,"Comedy, Sports",Special,5.21,130
10481,"Tanbai Haru, Tookaraji","Drama, Kids",OVA,5.25,50
10482,Tanita Shokudou,Slice of Life,Special,3.54,65
10483,Tanoshii Bunmeishi: Tetsu Monogatari,"Historical, Slice of Life",Movie,6.67,63
10484,Tanoshii Sansuu,"Kids, Music",Music,3.53,75
10485,Tanpen Animation Junpei Fujita,Music,Special,6.75,88
10486,Tantei Opera Milky Holmes Movie: Gyakushuu no Milky Holmes,"Comedy, Mystery, Super Power",Movie,6.62,1167
10487,Tantei Shounen Kageman,"Comedy, Mystery",TV,6.5,76
10488,Tanuki-san Ooatari,Kids,Movie,7.33,50
10489,Tao Hua Yuan Ji,"Fantasy, Historical",Movie,5.97,113
10490,Tarepanda,Music,OVA,5.81,118
10491,Tasukeai no Rekishi: Inochi Hoken no Hajimari,"Drama, Historical, Kids",OVA,5.62,72
10492,Tatakae! Osper,"Action, Sci-Fi, Shounen",TV,5.6,77
10493,Tatakae!! Ramenman (Movie),"Action, Adventure, Martial Arts, Shounen",Movie,5.95,168
10494,Tatsunoko Pro x Peeping Life,"Comedy, Slice of Life",ONA,5.0,75
10495,Teach,"Adventure, Kids, Music",TV,7.0,43
10496,Tegami,"Drama, Historical, Kids",OVA,7.0,72
10497,Tekusuke Monogatari,Historical,Movie,4.0,89
10498,Telemonster,Adventure,TV,8.5,32
10499,Ten,Dementia,Movie,4.44,82
10500,Ten ni Yaka Reru: E ni Yoru Shougen,"Drama, Historical",OVA,7.0,20
10501,Tenchi Muyou! Ryououki 4th Season,"Action, Comedy, Harem, Sci-Fi, Shounen, Space",OVA,8.0,1602
10502,Tengai Makyou: Jiraiya Oboro-hen,"Adventure, Fantasy",OVA,6.85,158
10503,TeNiOE,Music,Music,4.86,79
10504,Tenjouhen: Utsunomiko,"Adventure, Demons, Fantasy",Movie,6.9,271
10505,Tenka wo Mezashita Sannin no Bushou,"Drama, Historical, Kids, Samurai",OVA,7.67,52
10506,Tenki ni Naare,"Drama, Historical, Kids, Space",OVA,7.75,47
10507,Tenkousei wa Uchuujin,"Kids, Music",Music,4.09,57
10508,Tenkuu Senki Shurato Recaps,"Action, Fantasy, Magic, Shounen",Special,6.53,165
10509,Tenrankai de Atta Onnanoko,"Kids, Music",Music,4.53,78
10510,Tensai Bakavon: Yomigaeru Flanders no Inu,"Comedy, Parody",Movie,5.75,135
10511,Tensai Eri-chan Kingyo wo Tabeta,"Comedy, Kids, Slice of Life",Movie,4.5,60
10512,Tensai? Dr. Hamax,Comedy,TV,4.33,88
10513,Teo the Magic Planet Pilot,"Adventure, Fantasy",Special,4.27,42
10514,Teppen,"Action, Comedy",OVA,4.69,86
10515,Terajima-chou Kidan: Ginnagashi,Historical,OVA,7.0,34
10516,Tetopettenson,"Kids, Music",Music,3.51,83
10517,Tetsu no Ko Kanahiru,Fantasy,Movie,6.75,67
10518,Tetsujin 28-gou Gao!,"Mecha, Slice of Life",TV,7.33,137
10519,Tetsujin 28-gou: Tanjou-hen,"Adventure, Mecha, Sci-Fi, Shounen",Special,5.08,90
10520,Tetsuro no Kanata,Adventure,OVA,5.87,340
10521,Tetsuwan Atom: Chikyuu Saigo no Hi,"Mecha, Sci-Fi",Movie,5.84,280
10522,Tezuka Osamu Monogatari,Historical,ONA,4.86,69
10523,"That&#039;s Hanakappa Musical: Pan to Gohan, Docchi nano!?","Comedy, Kids, Music",Movie,5.2,51
10524,The Adventures of Hello Kitty &amp; Friends,"Fantasy, Kids",TV,5.08,117
10525,The Adventures of T-Rex,"Action, Adventure, Comedy, Kids",TV,5.9,84
10526,The Arari Show,"Comedy, Drama, Slice of Life",TV,6.5,78
10527,The Aurora: Umi no Aurora,"Adventure, Sci-Fi",Movie,5.6,140
10528,The Collected Animations of ICAF (2001-2006),"Fantasy, Mystery",OVA,5.57,146
10529,The Deer&#039;s Bell,Kids,Movie,6.57,74
10530,The Gakuen Choujo-tai,"Action, Demons, Shoujo, Super Power",OVA,4.85,162
10531,The Kabocha Wine: Nita no Aijou Monogatari,"Comedy, Romance, School, Slice of Life",Movie,6.77,200
10532,The Legend of Huainanzi,"Adventure, Fantasy, Historical",TV,5.75,90
10533,The Legend of Huainanzi 2nd Season,"Adventure, Fantasy, Historical",TV,7.0,57
10534,The Marshmallow Times,Slice of Life,TV,7.09,216
10535,The Midnight★Animal,"Action, Seinen, Supernatural",ONA,3.29,195
10536,The Monkey King and the Fruit of Immortality,Adventure,Movie,6.53,148
10537,The Monkey King Conquers the Demon,Adventure,Movie,6.67,122
10538,The Night Game: Neko no Sakusen,"Kids, Sports",Special,4.74,74
10539,The Olympic Adventures of Fuwa,Comedy,TV,6.17,76
10540,The Olympic Challenge,"Drama, Sports",Movie,6.23,93
10541,The Place Where We Were,Dementia,Movie,6.15,195
10542,The Primitives: Bongo and Grunge,Comedy,TV,5.5,58
10543,The Siamese: First Mission,Action,Movie,5.85,127
10544,The Snack World,"Adventure, Comedy, Fantasy, Kids",Movie,4.64,84
10545,The Story of Mr. Sorry,"Comedy, Fantasy, Horror",Movie,5.63,188
10546,The War of Great Monsters,"Action, Shounen, Supernatural",Movie,3.89,65
10547,The World of Golden Eggs,"Comedy, Parody",TV,6.38,313
10548,Thunder,Dementia,Movie,3.93,115
10549,Tick &amp; Tack,"Fantasy, Kids",TV,5.5,41
10550,Ticonderonga no Iru Umi,"Drama, Historical, Kids",OVA,8.33,59
10551,Tiger &amp; Bunny: Too Many Cooks Spoil the Broth,"Action, Comedy, Mystery, Super Power",Special,6.06,1111
10552,Timbre A to Z,Music,ONA,3.98,188
10553,Time for Christmas,Music,Music,4.52,42
10554,Time Ranger Cesar Boy no Bouken: Roma Teikoku-hen,"Adventure, Sci-Fi",OVA,6.0,69
10555,Time-Patrol Bon: Fujiko F. Fujio Anime Special - SF Adventure,"Action, Adventure",Special,5.46,83
10556,Tobe! Pegasus Kokoro no Goal ni Shoot,"School, Sports",Movie,5.75,76
10557,Tobidase! Bacchiri,"Comedy, Kids, Mystery",TV,7.63,72
10558,Tobidase! Machine Hiryuu,"Cars, Comedy, Parody, Shounen",TV,5.17,76
10559,Tobidashi wa Abunaizo! Mushi Mushi Mura no Koutsuu Anzen,"Drama, Kids",OVA,4.0,38
10560,Tobidashicha dame!,"Drama, Kids",OVA,6.5,44
10561,Tobidasu Ehon 3D,Kids,Movie,5.33,42
10562,Tobidasu PriPara: Mi~nna de Mezase! Idol☆Grand Prix,"Music, School, Shoujo, Slice of Life",Movie,7.22,394
10563,Tobiuo no Boy wa Byouki Desu,"Fantasy, Historical, Kids",Movie,7.75,41
10564,Toilet no Hanako-san,Horror,Movie,5.87,224
10565,Tokai no Butchy,"Music, Romance",Movie,6.36,64
10566,Toki no Daichi: Hana no Oukoku no Majo,"Adventure, Fantasy",OVA,6.0,71
10567,Toki-iro Kaima,"Horror, Shounen",OVA,5.13,97
10568,Toki: Kono Hoshi no Mirai wo Mitsumete,"Drama, Historical",Special,5.57,60
10569,Tokio Heidi: Mainichi no Kodomo Uta,"Kids, Music",OVA,5.0,44
10570,Toko-chan Chokkin,"Adventure, Historical, Kids, Slice of Life",TV,6.67,37
10571,Tokugawa Iemitsu to Edo Bakufu,"Drama, Historical, Kids, Samurai",OVA,6.33,50
10572,Tokyo 2164,Sci-Fi,ONA,3.27,59
10573,Tokyo Fantasia,"Dementia, Music",Movie,5.04,95
10574,Tokyo Onlypic,"Comedy, Parody, Sports",Movie,6.33,29
10575,Tokyo SOS,,Movie,2.72,87
10576,Tokyu Plaza Ginza Open,Slice of Life,Special,5.0,45
10577,Tom Sawyer no Bouken Specials,"Adventure, Drama, Historical, Slice of Life",Special,6.16,133
10578,Tomodachi 8-nin,Comedy,TV,5.42,125
10579,Tomodachi de Iyou ne,"Kids, Slice of Life",TV,7.5,40
10580,Tomoko-chan to Watashi,"Comedy, Kids, School",OVA,6.8,52
10581,Ton-Ton Atta to Niigata no Mukashibanashi,Comedy,TV,6.54,63
10582,Tonari no Tamageta-kun,"Comedy, Sci-Fi",TV,6.33,95
10583,Tonari no Tokoro,Comedy,OVA,6.78,126
10584,Tonde Mon Pe,Kids,TV,6.94,120
10585,Tong Zhi Zhe,"Adventure, Horror",ONA,6.5,85
10586,Tongari Boushi no Memole: Marielle no Housekibako,"Fantasy, Magic, Shoujo",OVA,6.4,185
10587,Tonight,Music,Music,4.85,91
10588,Topo Gigio no Botan Sensou,"Historical, Kids",Movie,5.0,52
10589,Toppuku Kyousou Kyoku,"Comedy, Shounen",OVA,5.54,63
10590,Torero Kamomiro,"Kids, Music",Music,3.46,103
10591,Toshi Souzou Gakubu Shoukai,Slice of Life,ONA,5.92,127
10592,Toshishun,"Adventure, Drama, Fantasy, Historical, Supernatural",Special,6.3,92
10593,Totsugeki! Pappara-tai,"Action, Comedy, Romance",TV,6.57,255
10594,Tottori U-turn,Sports,Special,4.26,91
10595,Tough Guy!,"Action, Comedy",Movie,4.91,61
10596,Touma Kishinden Oni,Supernatural,TV,6.4,303
10597,Toumei Ningen,Dementia,Movie,4.11,97
10598,Toumei Shounen Tantei Akira,"Action, Shounen",Special,6.05,129
10599,Toute wa Sono Kotae,"Music, Supernatural",Music,3.82,83
10600,Train Heroes,Kids,TV,6.1,164
10601,Train Heroes Movie,Kids,Movie,6.25,61
10602,Trapp Ikka Monogatari Specials,"Drama, Historical, Music, Romance",Special,6.73,132
10603,Treasure Gaust,Game,TV,3.82,96
10604,Trip Trek,"Adventure, Comedy, Fantasy",ONA,3.64,115
10605,Trip Trek (2010),"Adventure, Comedy, Fantasy",ONA,5.0,73
10606,Tsuideni Tonchinkan,Comedy,TV,7.13,189
10607,Tsuiseki,Dementia,Movie,4.4,81
